zip_code,year_month,bait,clean_ups,compliance,initial,sighting,restaurant,population
10013,2011-02,0.0,0.0,3.0,781.0,5.0,552.0,25942.0
10013,2011-03,22.0,0.0,132.0,705.0,2.0,552.0,25942.0
10013,2011-04,68.0,2.0,22.0,79.0,5.0,552.0,25942.0
10013,2011-05,37.0,0.0,4.0,24.0,10.0,552.0,25942.0
10013,2011-06,86.0,0.0,10.0,111.0,6.0,552.0,25942.0
10013,2011-07,53.0,0.0,25.0,8.0,6.0,552.0,25942.0
10013,2011-08,27.0,0.0,3.0,5.0,8.0,552.0,25942.0
10013,2011-09,37.0,0.0,2.0,7.0,8.0,552.0,25942.0
10013,2011-10,55.0,0.0,6.0,14.0,5.0,552.0,25942.0
10013,2011-11,30.0,0.0,11.0,12.0,7.0,552.0,25942.0
10013,2011-12,53.0,0.0,8.0,3.0,1.0,552.0,25942.0
10013,2012-01,31.0,0.0,5.0,6.0,5.0,545.0,26090.0
10013,2012-02,8.0,0.0,7.0,66.0,5.0,545.0,26090.0
10013,2012-03,19.0,0.0,14.0,730.0,5.0,545.0,26090.0
10013,2012-04,19.0,0.0,26.0,778.0,5.0,545.0,26090.0
10013,2012-05,11.0,0.0,5.0,33.0,2.0,545.0,26090.0
10013,2012-06,1.0,0.0,5.0,4.0,5.0,545.0,26090.0
10013,2012-07,4.0,0.0,2.0,8.0,4.0,545.0,26090.0
10013,2012-08,16.0,0.0,6.0,2.0,3.0,545.0,26090.0
10013,2012-09,10.0,0.0,1.0,4.0,7.0,545.0,26090.0
10013,2012-10,1.0,0.0,3.0,5.0,3.0,545.0,26090.0
10013,2012-11,0.0,0.0,0.0,2.0,9.0,545.0,26090.0
10013,2012-12,0.0,0.0,5.0,18.0,10.0,545.0,26090.0
10013,2013-01,0.0,0.0,7.0,10.0,5.0,545.0,26065.0
10013,2013-02,3.0,0.0,23.0,635.0,6.0,545.0,26065.0
10013,2013-03,22.0,0.0,8.0,21.0,4.0,545.0,26065.0
10013,2013-04,13.0,0.0,5.0,193.0,4.0,545.0,26065.0
10013,2013-05,1.0,0.0,9.0,9.0,7.0,545.0,26065.0
10013,2013-06,2.0,0.0,8.0,13.0,12.0,545.0,26065.0
10013,2013-07,4.0,0.0,5.0,19.0,21.0,545.0,26065.0
10013,2013-08,20.0,0.0,11.0,15.0,17.0,545.0,26065.0
10013,2013-09,9.0,0.0,6.0,12.0,8.0,545.0,26065.0
10013,2013-10,13.0,0.0,0.0,6.0,9.0,545.0,26065.0
10013,2013-11,14.0,0.0,9.0,15.0,13.0,545.0,26065.0
10013,2013-12,4.0,0.0,2.0,7.0,1.0,545.0,26065.0
10013,2014-01,1.0,0.0,10.0,10.0,7.0,554.0,26937.0
10013,2014-02,0.0,0.0,1.0,156.0,4.0,554.0,26937.0
10013,2014-03,20.0,0.0,25.0,165.0,2.0,554.0,26937.0
10013,2014-04,22.0,0.0,7.0,197.0,5.0,554.0,26937.0
10013,2014-05,7.0,0.0,4.0,7.0,7.0,554.0,26937.0
10013,2014-06,6.0,0.0,10.0,4.0,10.0,554.0,26937.0
10013,2014-07,5.0,0.0,8.0,15.0,10.0,554.0,26937.0
10013,2014-08,13.0,0.0,6.0,5.0,4.0,554.0,26937.0
10013,2014-09,15.0,0.0,0.0,17.0,11.0,554.0,26937.0
10013,2014-10,11.0,0.0,10.0,12.0,12.0,554.0,26937.0
10013,2014-11,0.0,0.0,5.0,10.0,8.0,554.0,26937.0
10013,2014-12,5.0,0.0,2.0,3.0,9.0,554.0,26937.0
10013,2015-01,11.0,0.0,4.0,6.0,2.0,549.0,27415.0
10013,2015-02,12.0,0.0,1.0,5.0,1.0,549.0,27415.0
10013,2015-03,13.0,0.0,7.0,46.0,11.0,549.0,27415.0
10013,2015-04,19.0,0.0,11.0,173.0,5.0,549.0,27415.0
10013,2015-05,6.0,0.0,5.0,7.0,18.0,549.0,27415.0
10013,2015-06,15.0,0.0,3.0,16.0,8.0,549.0,27415.0
10013,2015-07,25.0,0.0,33.0,13.0,11.0,549.0,27415.0
10013,2015-08,33.0,0.0,11.0,8.0,13.0,549.0,27415.0
10013,2015-09,37.0,0.0,1.0,7.0,4.0,549.0,27415.0
10013,2015-10,83.0,0.0,10.0,7.0,7.0,549.0,27415.0
10013,2015-11,22.0,0.0,2.0,17.0,13.0,549.0,27415.0
10013,2015-12,24.0,0.0,5.0,178.0,9.0,549.0,27415.0
10013,2016-01,21.0,0.0,1.0,146.0,6.0,545.0,28211.0
10013,2016-02,49.0,0.0,6.0,7.0,9.0,545.0,28211.0
10013,2016-03,59.0,0.0,52.0,5.0,11.0,545.0,28211.0
10013,2016-04,56.0,0.0,1.0,2.0,5.0,545.0,28211.0
10013,2016-05,13.0,0.0,1.0,6.0,22.0,545.0,28211.0
10013,2016-06,32.0,0.0,0.0,25.0,26.0,545.0,28211.0
10013,2016-07,56.0,0.0,15.0,15.0,18.0,545.0,28211.0
10013,2016-08,49.0,0.0,4.0,15.0,12.0,545.0,28211.0
10013,2016-09,69.0,0.0,4.0,13.0,7.0,545.0,28211.0
10013,2016-10,27.0,0.0,11.0,162.0,3.0,545.0,28211.0
10013,2016-11,50.0,0.0,4.0,1154.0,3.0,545.0,28211.0
10013,2016-12,39.0,0.0,16.0,130.0,4.0,545.0,28211.0
10013,2017-01,67.0,0.0,9.0,109.0,3.0,535.0,29619.0
10013,2017-02,51.0,0.0,11.0,3.0,4.0,535.0,29619.0
10013,2017-03,54.0,0.0,1.0,4.0,4.0,535.0,29619.0
10013,2017-04,64.0,0.0,5.0,15.0,12.0,535.0,29619.0
10013,2017-05,60.0,0.0,6.0,8.0,6.0,535.0,29619.0
10013,2017-06,18.0,0.0,7.0,29.0,9.0,535.0,29619.0
10013,2017-07,9.0,0.0,8.0,1086.0,4.0,535.0,29619.0
10013,2017-08,24.0,0.0,26.0,501.0,7.0,535.0,29619.0
10013,2017-09,22.0,0.0,15.0,27.0,9.0,535.0,29619.0
10013,2017-10,20.0,0.0,5.0,8.0,7.0,535.0,29619.0
10013,2017-11,4.0,0.0,3.0,13.0,11.0,535.0,29619.0
10013,2017-12,1.0,0.0,7.0,8.0,2.0,535.0,29619.0
10013,2018-01,7.0,0.0,8.0,7.0,10.0,0.0,28709.0
10013,2018-02,9.0,0.0,5.0,56.0,1.0,0.0,28709.0
10013,2018-03,21.0,0.0,31.0,98.0,3.0,0.0,28709.0
10013,2018-04,11.0,0.0,7.0,68.0,2.0,0.0,28709.0
10013,2018-05,7.0,0.0,4.0,281.0,8.0,0.0,28709.0
10013,2018-06,15.0,0.0,46.0,519.0,10.0,0.0,28709.0
10013,2018-07,37.0,0.0,27.0,679.0,9.0,0.0,28709.0
10013,2018-08,34.0,0.0,28.0,138.0,4.0,0.0,28709.0
10013,2018-09,32.0,0.0,7.0,108.0,13.0,0.0,28709.0
10013,2018-10,29.0,0.0,16.0,68.0,8.0,0.0,28709.0
10013,2018-11,18.0,0.0,6.0,6.0,4.0,0.0,28709.0
10013,2018-12,23.0,0.0,7.0,223.0,11.0,0.0,28709.0
10014,2010-01,1.0,0.0,14.0,1.0,5.0,361.0,31395.0
10014,2010-02,5.0,0.0,0.0,392.0,2.0,361.0,31395.0
10014,2010-03,2.0,0.0,45.0,1359.0,7.0,361.0,31395.0
10014,2010-04,44.0,0.0,163.0,98.0,4.0,361.0,31395.0
10014,2010-05,9.0,0.0,7.0,3.0,10.0,361.0,31395.0
10014,2010-06,49.0,0.0,5.0,24.0,15.0,361.0,31395.0
10014,2010-07,6.0,0.0,4.0,50.0,6.0,361.0,31395.0
10014,2010-08,5.0,0.0,0.0,12.0,12.0,361.0,31395.0
10014,2010-09,7.0,0.0,3.0,21.0,4.0,361.0,31395.0
10014,2010-10,5.0,1.0,23.0,6.0,3.0,361.0,31395.0
10014,2010-11,10.0,0.0,7.0,8.0,3.0,361.0,31395.0
10014,2010-12,0.0,0.0,6.0,17.0,2.0,361.0,31395.0
10014,2011-01,6.0,0.0,9.0,5.0,3.0,395.0,31685.0
10014,2011-02,5.0,0.0,3.0,90.0,5.0,395.0,31685.0
10014,2011-03,7.0,0.0,20.0,1663.0,7.0,395.0,31685.0
10014,2011-04,25.0,1.0,35.0,123.0,9.0,395.0,31685.0
10014,2011-05,19.0,0.0,0.0,30.0,4.0,395.0,31685.0
10014,2011-06,11.0,0.0,9.0,32.0,9.0,395.0,31685.0
10014,2011-07,4.0,0.0,13.0,4.0,10.0,395.0,31685.0
10014,2011-08,8.0,0.0,4.0,7.0,3.0,395.0,31685.0
10014,2011-09,6.0,0.0,3.0,4.0,8.0,395.0,31685.0
10014,2011-10,4.0,0.0,8.0,16.0,3.0,395.0,31685.0
10014,2011-11,1.0,0.0,6.0,5.0,2.0,395.0,31685.0
10014,2011-12,4.0,0.0,4.0,32.0,3.0,395.0,31685.0
10014,2012-01,2.0,0.0,13.0,14.0,6.0,397.0,30893.0
10014,2012-02,0.0,0.0,5.0,2.0,3.0,397.0,30893.0
10014,2012-03,3.0,0.0,0.0,648.0,5.0,397.0,30893.0
10014,2012-04,2.0,0.0,17.0,1240.0,5.0,397.0,30893.0
10014,2012-05,9.0,0.0,24.0,3.0,6.0,397.0,30893.0
10014,2012-06,2.0,0.0,4.0,3.0,0.0,397.0,30893.0
10014,2012-07,3.0,0.0,0.0,0.0,12.0,397.0,30893.0
10014,2012-08,16.0,0.0,2.0,5.0,8.0,397.0,30893.0
10014,2012-09,7.0,0.0,16.0,42.0,10.0,397.0,30893.0
10014,2012-10,5.0,0.0,4.0,21.0,7.0,397.0,30893.0
10014,2012-11,4.0,0.0,1.0,2.0,8.0,397.0,30893.0
10014,2012-12,2.0,0.0,8.0,18.0,6.0,397.0,30893.0
10014,2013-01,6.0,0.0,16.0,59.0,4.0,409.0,30597.0
10014,2013-02,4.0,0.0,9.0,13.0,5.0,409.0,30597.0
10014,2013-03,11.0,0.0,7.0,8.0,4.0,409.0,30597.0
10014,2013-04,7.0,0.0,2.0,7.0,6.0,409.0,30597.0
10014,2013-05,5.0,0.0,6.0,18.0,4.0,409.0,30597.0
10014,2013-06,0.0,0.0,6.0,6.0,5.0,409.0,30597.0
10014,2013-07,1.0,0.0,1.0,3.0,8.0,409.0,30597.0
10014,2013-08,1.0,0.0,3.0,17.0,10.0,409.0,30597.0
10014,2013-09,1.0,0.0,8.0,13.0,7.0,409.0,30597.0
10014,2013-10,12.0,0.0,2.0,4.0,4.0,409.0,30597.0
10014,2013-11,7.0,0.0,2.0,4.0,3.0,409.0,30597.0
10014,2013-12,0.0,0.0,7.0,8.0,4.0,409.0,30597.0
10014,2014-01,5.0,0.0,2.0,6.0,3.0,408.0,31835.0
10014,2014-02,0.0,0.0,6.0,1.0,3.0,408.0,31835.0
10014,2014-03,4.0,0.0,0.0,5.0,5.0,408.0,31835.0
10014,2014-04,2.0,0.0,0.0,27.0,7.0,408.0,31835.0
10014,2014-05,1.0,0.0,7.0,11.0,5.0,408.0,31835.0
10014,2014-06,0.0,0.0,14.0,16.0,12.0,408.0,31835.0
10014,2014-07,0.0,0.0,14.0,12.0,11.0,408.0,31835.0
10014,2014-08,6.0,0.0,5.0,15.0,4.0,408.0,31835.0
10014,2014-09,0.0,0.0,5.0,5.0,2.0,408.0,31835.0
10014,2014-10,0.0,0.0,4.0,12.0,6.0,408.0,31835.0
10014,2014-11,0.0,0.0,11.0,5.0,3.0,408.0,31835.0
10014,2014-12,5.0,0.0,0.0,3.0,4.0,408.0,31835.0
10014,2015-01,4.0,0.0,0.0,5.0,2.0,402.0,30727.0
10014,2015-02,8.0,0.0,0.0,4.0,0.0,402.0,30727.0
10014,2015-03,6.0,0.0,1.0,20.0,6.0,402.0,30727.0
10014,2015-04,9.0,0.0,9.0,6.0,4.0,402.0,30727.0
10014,2015-05,0.0,0.0,2.0,8.0,9.0,402.0,30727.0
10014,2015-06,0.0,0.0,1.0,13.0,5.0,402.0,30727.0
10014,2015-07,1.0,0.0,1.0,10.0,11.0,402.0,30727.0
10014,2015-08,4.0,0.0,11.0,8.0,4.0,402.0,30727.0
10014,2015-09,3.0,0.0,0.0,7.0,7.0,402.0,30727.0
10014,2015-10,13.0,0.0,6.0,27.0,16.0,402.0,30727.0
10014,2015-11,10.0,0.0,7.0,19.0,7.0,402.0,30727.0
10014,2015-12,6.0,0.0,2.0,72.0,7.0,402.0,30727.0
10014,2016-01,3.0,0.0,10.0,173.0,7.0,403.0,31464.0
10014,2016-02,40.0,0.0,1.0,1160.0,12.0,403.0,31464.0
10014,2016-03,102.0,0.0,8.0,8.0,11.0,403.0,31464.0
10014,2016-04,26.0,0.0,107.0,8.0,18.0,403.0,31464.0
10014,2016-05,47.0,0.0,2.0,17.0,14.0,403.0,31464.0
10014,2016-06,120.0,0.0,4.0,17.0,15.0,403.0,31464.0
10014,2016-07,39.0,0.0,13.0,6.0,13.0,403.0,31464.0
10014,2016-08,33.0,0.0,7.0,8.0,9.0,403.0,31464.0
10014,2016-09,34.0,0.0,8.0,10.0,10.0,403.0,31464.0
10014,2016-10,40.0,0.0,3.0,23.0,5.0,403.0,31464.0
10014,2016-11,102.0,0.0,17.0,1007.0,10.0,403.0,31464.0
10014,2016-12,74.0,0.0,27.0,967.0,7.0,403.0,31464.0
10014,2017-01,73.0,0.0,10.0,64.0,8.0,404.0,31794.0
10014,2017-02,114.0,0.0,0.0,6.0,9.0,404.0,31794.0
10014,2017-03,68.0,0.0,8.0,7.0,4.0,404.0,31794.0
10014,2017-04,70.0,0.0,3.0,12.0,9.0,404.0,31794.0
10014,2017-05,86.0,0.0,7.0,16.0,6.0,404.0,31794.0
10014,2017-06,43.0,0.0,6.0,7.0,5.0,404.0,31794.0
10014,2017-07,36.0,0.0,6.0,1006.0,7.0,404.0,31794.0
10014,2017-08,89.0,0.0,122.0,942.0,11.0,404.0,31794.0
10014,2017-09,98.0,0.0,12.0,1.0,7.0,404.0,31794.0
10014,2017-10,88.0,0.0,0.0,15.0,7.0,404.0,31794.0
10014,2017-11,41.0,0.0,5.0,6.0,5.0,404.0,31794.0
10014,2017-12,16.0,0.0,4.0,8.0,2.0,404.0,31794.0
10014,2018-01,36.0,0.0,0.0,3.0,2.0,0.0,30738.0
10014,2018-02,38.0,0.0,4.0,9.0,2.0,0.0,30738.0
10014,2018-03,26.0,0.0,9.0,57.0,6.0,0.0,30738.0
10014,2018-04,1.0,0.0,4.0,6.0,2.0,0.0,30738.0
10014,2018-05,7.0,0.0,3.0,616.0,1.0,0.0,30738.0
10014,2018-06,3.0,0.0,16.0,436.0,5.0,0.0,30738.0
10014,2018-07,27.0,0.0,4.0,915.0,10.0,0.0,30738.0
10014,2018-08,30.0,0.0,109.0,8.0,9.0,0.0,30738.0
10014,2018-09,59.0,0.0,4.0,64.0,11.0,0.0,30738.0
10014,2018-10,60.0,0.0,4.0,17.0,9.0,0.0,30738.0
10014,2018-11,20.0,0.0,13.0,13.0,2.0,0.0,30738.0
10014,2018-12,11.0,0.0,2.0,54.0,3.0,0.0,30738.0
10016,2010-01,0.0,0.0,6.0,6.0,5.0,438.0,52488.0
10016,2010-02,0.0,0.0,0.0,5.0,5.0,438.0,52488.0
10016,2010-03,0.0,0.0,6.0,8.0,0.0,438.0,52488.0
10016,2010-04,0.0,0.0,1.0,4.0,4.0,438.0,52488.0
10016,2010-05,0.0,0.0,2.0,8.0,6.0,438.0,52488.0
10016,2010-06,1.0,0.0,0.0,8.0,7.0,438.0,52488.0
10016,2010-07,1.0,0.0,0.0,379.0,6.0,438.0,52488.0
10016,2010-08,0.0,0.0,11.0,992.0,7.0,438.0,52488.0
10016,2010-09,1.0,0.0,34.0,3.0,6.0,438.0,52488.0
10016,2010-10,5.0,0.0,28.0,6.0,2.0,438.0,52488.0
10016,2010-11,31.0,0.0,13.0,13.0,3.0,438.0,52488.0
10016,2010-12,8.0,0.0,2.0,13.0,0.0,438.0,52488.0
10016,2011-01,10.0,0.0,4.0,1.0,1.0,415.0,53754.0
10016,2011-02,0.0,0.0,0.0,1.0,2.0,415.0,53754.0
10016,2011-03,0.0,0.0,3.0,9.0,0.0,415.0,53754.0
10016,2011-04,2.0,0.0,0.0,2.0,6.0,415.0,53754.0
10016,2011-05,1.0,0.0,3.0,8.0,4.0,415.0,53754.0
10016,2011-06,0.0,0.0,1.0,207.0,3.0,415.0,53754.0
10016,2011-07,0.0,0.0,5.0,146.0,3.0,415.0,53754.0
10016,2011-08,0.0,0.0,11.0,704.0,4.0,415.0,53754.0
10016,2011-09,6.0,0.0,33.0,313.0,5.0,415.0,53754.0
10016,2011-10,19.0,0.0,2.0,1.0,1.0,415.0,53754.0
10016,2011-11,13.0,0.0,5.0,3.0,2.0,415.0,53754.0
10016,2011-12,2.0,0.0,2.0,5.0,4.0,415.0,53754.0
10016,2012-01,0.0,0.0,9.0,23.0,3.0,394.0,52624.0
10016,2012-02,0.0,0.0,7.0,17.0,2.0,394.0,52624.0
10016,2012-04,14.0,0.0,0.0,15.0,6.0,394.0,52624.0
10016,2012-05,8.0,0.0,4.0,3.0,3.0,394.0,52624.0
10016,2012-06,4.0,0.0,3.0,7.0,4.0,394.0,52624.0
10016,2012-07,0.0,0.0,0.0,3.0,1.0,394.0,52624.0
10016,2012-08,0.0,0.0,1.0,5.0,5.0,394.0,52624.0
10016,2012-09,0.0,0.0,2.0,8.0,2.0,394.0,52624.0
10016,2012-10,0.0,0.0,4.0,834.0,5.0,394.0,52624.0
10016,2012-11,0.0,0.0,10.0,407.0,3.0,394.0,52624.0
10016,2012-12,0.0,0.0,19.0,127.0,2.0,394.0,52624.0
10016,2013-01,0.0,0.0,23.0,18.0,2.0,415.0,51196.0
10016,2013-02,2.0,0.0,9.0,6.0,5.0,415.0,51196.0
10016,2013-03,27.0,0.0,4.0,8.0,6.0,415.0,51196.0
10016,2013-04,17.0,0.0,3.0,13.0,11.0,415.0,51196.0
10016,2013-05,2.0,0.0,8.0,13.0,5.0,415.0,51196.0
10016,2013-06,2.0,0.0,9.0,16.0,12.0,415.0,51196.0
10016,2013-07,1.0,0.0,13.0,24.0,11.0,415.0,51196.0
10016,2013-08,0.0,0.0,6.0,12.0,7.0,415.0,51196.0
10016,2013-09,12.0,0.0,7.0,15.0,7.0,415.0,51196.0
10016,2013-10,10.0,0.0,7.0,5.0,2.0,415.0,51196.0
10016,2013-11,5.0,0.0,4.0,5.0,3.0,415.0,51196.0
10016,2013-12,1.0,0.0,1.0,4.0,2.0,415.0,51196.0
10016,2014-01,1.0,0.0,6.0,3.0,4.0,426.0,50112.0
10016,2014-02,0.0,0.0,2.0,7.0,4.0,426.0,50112.0
10016,2014-03,1.0,0.0,5.0,13.0,2.0,426.0,50112.0
10016,2014-04,1.0,0.0,1.0,6.0,4.0,426.0,50112.0
10016,2014-05,0.0,0.0,2.0,10.0,6.0,426.0,50112.0
10016,2014-06,1.0,0.0,13.0,15.0,5.0,426.0,50112.0
10016,2014-07,0.0,0.0,8.0,4.0,4.0,426.0,50112.0
10016,2014-08,0.0,0.0,0.0,12.0,6.0,426.0,50112.0
10016,2014-09,0.0,0.0,4.0,11.0,2.0,426.0,50112.0
10016,2014-10,0.0,0.0,4.0,5.0,4.0,426.0,50112.0
10016,2014-11,5.0,0.0,1.0,7.0,7.0,426.0,50112.0
10016,2014-12,10.0,0.0,4.0,6.0,5.0,426.0,50112.0
10016,2015-01,6.0,0.0,0.0,10.0,2.0,434.0,50641.0
10016,2015-02,0.0,0.0,2.0,8.0,2.0,434.0,50641.0
10016,2015-03,3.0,0.0,4.0,5.0,2.0,434.0,50641.0
10016,2015-04,4.0,0.0,1.0,11.0,4.0,434.0,50641.0
10016,2015-05,1.0,0.0,2.0,6.0,1.0,434.0,50641.0
10016,2015-06,1.0,0.0,0.0,3.0,2.0,434.0,50641.0
10016,2015-07,1.0,0.0,3.0,13.0,8.0,434.0,50641.0
10016,2015-08,7.0,0.0,6.0,9.0,6.0,434.0,50641.0
10016,2015-09,2.0,0.0,1.0,6.0,5.0,434.0,50641.0
10016,2015-10,9.0,0.0,6.0,23.0,7.0,434.0,50641.0
10016,2015-11,8.0,0.0,5.0,5.0,1.0,434.0,50641.0
10016,2015-12,0.0,0.0,4.0,2.0,2.0,434.0,50641.0
10016,2016-01,1.0,0.0,1.0,10.0,7.0,442.0,50444.0
10016,2016-02,4.0,0.0,7.0,4.0,2.0,442.0,50444.0
10016,2016-03,6.0,0.0,1.0,3.0,6.0,442.0,50444.0
10016,2016-04,4.0,0.0,3.0,14.0,7.0,442.0,50444.0
10016,2016-05,4.0,0.0,3.0,7.0,4.0,442.0,50444.0
10016,2016-06,3.0,0.0,1.0,8.0,7.0,442.0,50444.0
10016,2016-07,3.0,0.0,7.0,434.0,15.0,442.0,50444.0
10016,2016-08,4.0,0.0,27.0,589.0,7.0,442.0,50444.0
10016,2016-09,7.0,0.0,6.0,15.0,7.0,442.0,50444.0
10016,2016-10,11.0,0.0,5.0,4.0,4.0,442.0,50444.0
10016,2016-11,9.0,0.0,3.0,11.0,5.0,442.0,50444.0
10016,2016-12,4.0,0.0,3.0,9.0,7.0,442.0,50444.0
10016,2017-01,12.0,0.0,2.0,674.0,0.0,432.0,51448.0
10016,2017-02,20.0,0.0,2.0,345.0,10.0,432.0,51448.0
10016,2017-03,6.0,0.0,33.0,2.0,6.0,432.0,51448.0
10016,2017-04,19.0,0.0,6.0,7.0,6.0,432.0,51448.0
10016,2017-05,3.0,0.0,2.0,13.0,7.0,432.0,51448.0
10016,2017-06,19.0,0.0,7.0,18.0,5.0,432.0,51448.0
10016,2017-07,8.0,0.0,2.0,9.0,5.0,432.0,51448.0
10016,2017-08,1.0,0.0,3.0,6.0,6.0,432.0,51448.0
10016,2017-09,11.0,0.0,3.0,19.0,4.0,432.0,51448.0
10016,2017-10,25.0,0.0,6.0,10.0,3.0,432.0,51448.0
10016,2017-11,15.0,0.0,4.0,10.0,3.0,432.0,51448.0
10016,2017-12,5.0,0.0,4.0,4.0,3.0,432.0,51448.0
10016,2018-01,1.0,0.0,2.0,1013.0,3.0,0.0,51057.0
10016,2018-02,21.0,0.0,13.0,1.0,5.0,0.0,51057.0
10016,2018-03,13.0,0.0,3.0,3.0,5.0,0.0,51057.0
10016,2018-04,3.0,0.0,0.0,0.0,1.0,0.0,51057.0
10016,2018-05,16.0,0.0,1.0,11.0,8.0,0.0,51057.0
10016,2018-06,23.0,0.0,3.0,10.0,8.0,0.0,51057.0
10016,2018-07,25.0,0.0,5.0,15.0,9.0,0.0,51057.0
10016,2018-08,17.0,0.0,4.0,15.0,10.0,0.0,51057.0
10016,2018-09,9.0,0.0,6.0,222.0,9.0,0.0,51057.0
10016,2018-10,13.0,0.0,6.0,588.0,2.0,0.0,51057.0
10016,2018-11,14.0,0.0,27.0,4.0,3.0,0.0,51057.0
10016,2018-12,10.0,0.0,1.0,10.0,4.0,0.0,51057.0
10017,2010-01,0.0,0.0,5.0,1.0,0.0,352.0,16391.0
10017,2010-03,0.0,0.0,3.0,3.0,2.0,352.0,16391.0
10017,2010-04,0.0,0.0,2.0,1.0,1.0,352.0,16391.0
10017,2010-05,0.0,0.0,2.0,5.0,2.0,352.0,16391.0
10017,2010-06,1.0,0.0,3.0,30.0,0.0,352.0,16391.0
10017,2010-07,1.0,0.0,0.0,103.0,1.0,352.0,16391.0
10017,2010-08,4.0,0.0,0.0,336.0,0.0,352.0,16391.0
10017,2010-09,4.0,0.0,0.0,0.0,0.0,352.0,16391.0
10017,2010-10,3.0,0.0,14.0,0.0,0.0,352.0,16391.0
10017,2010-11,10.0,0.0,2.0,5.0,0.0,352.0,16391.0
10017,2010-12,0.0,0.0,0.0,1.0,0.0,352.0,16391.0
10017,2011-01,3.0,0.0,0.0,1.0,0.0,356.0,15603.0
10017,2011-03,0.0,0.0,1.0,1.0,0.0,356.0,15603.0
10017,2011-05,0.0,0.0,2.0,1.0,1.0,356.0,15603.0
10017,2011-06,0.0,0.0,0.0,3.0,1.0,356.0,15603.0
10017,2011-07,0.0,0.0,1.0,99.0,1.0,356.0,15603.0
10017,2011-08,0.0,0.0,0.0,314.0,0.0,356.0,15603.0
10017,2011-09,0.0,0.0,2.0,2.0,1.0,356.0,15603.0
10017,2011-10,0.0,0.0,9.0,71.0,0.0,356.0,15603.0
10017,2011-11,0.0,0.0,2.0,1.0,0.0,356.0,15603.0
10017,2011-12,0.0,0.0,0.0,1.0,0.0,356.0,15603.0
10017,2012-01,0.0,0.0,2.0,1.0,1.0,342.0,16137.0
10017,2012-02,0.0,0.0,1.0,1.0,0.0,342.0,16137.0
10017,2012-04,3.0,0.0,2.0,2.0,0.0,342.0,16137.0
10017,2012-05,6.0,0.0,2.0,1.0,0.0,342.0,16137.0
10017,2012-06,4.0,0.0,1.0,0.0,0.0,342.0,16137.0
10017,2012-07,0.0,0.0,0.0,1.0,0.0,342.0,16137.0
10017,2012-08,0.0,0.0,1.0,0.0,2.0,342.0,16137.0
10017,2012-09,0.0,0.0,2.0,18.0,0.0,342.0,16137.0
10017,2012-10,0.0,0.0,2.0,299.0,0.0,342.0,16137.0
10017,2012-11,0.0,0.0,1.0,54.0,0.0,342.0,16137.0
10017,2012-12,0.0,0.0,6.0,106.0,1.0,342.0,16137.0
10017,2013-01,0.0,0.0,5.0,1.0,2.0,356.0,16129.0
10017,2013-02,0.0,0.0,1.0,1.0,1.0,356.0,16129.0
10017,2013-04,0.0,0.0,0.0,6.0,4.0,356.0,16129.0
10017,2013-05,0.0,0.0,3.0,2.0,2.0,356.0,16129.0
10017,2013-06,0.0,0.0,1.0,1.0,1.0,356.0,16129.0
10017,2013-07,3.0,0.0,0.0,2.0,1.0,356.0,16129.0
10017,2013-09,0.0,0.0,0.0,3.0,1.0,356.0,16129.0
10017,2013-10,1.0,0.0,2.0,1.0,1.0,356.0,16129.0
10017,2013-11,0.0,0.0,1.0,0.0,1.0,356.0,16129.0
10017,2014-01,0.0,0.0,1.0,2.0,1.0,336.0,16278.0
10017,2014-02,0.0,0.0,2.0,1.0,0.0,336.0,16278.0
10017,2014-03,1.0,0.0,4.0,3.0,1.0,336.0,16278.0
10017,2014-04,1.0,0.0,0.0,3.0,0.0,336.0,16278.0
10017,2014-05,1.0,0.0,0.0,2.0,1.0,336.0,16278.0
10017,2014-06,5.0,0.0,0.0,2.0,1.0,336.0,16278.0
10017,2014-07,4.0,0.0,1.0,3.0,1.0,336.0,16278.0
10017,2014-08,0.0,0.0,0.0,3.0,4.0,336.0,16278.0
10017,2014-09,0.0,0.0,1.0,3.0,2.0,336.0,16278.0
10017,2014-10,0.0,0.0,0.0,3.0,4.0,336.0,16278.0
10017,2014-11,0.0,0.0,1.0,2.0,1.0,336.0,16278.0
10017,2014-12,0.0,0.0,0.0,3.0,1.0,336.0,16278.0
10017,2015-02,0.0,0.0,0.0,5.0,1.0,317.0,16472.0
10017,2015-03,0.0,0.0,2.0,1.0,1.0,317.0,16472.0
10017,2015-04,3.0,0.0,1.0,3.0,0.0,317.0,16472.0
10017,2015-05,1.0,0.0,0.0,0.0,0.0,317.0,16472.0
10017,2015-07,0.0,0.0,0.0,3.0,2.0,317.0,16472.0
10017,2015-08,0.0,0.0,0.0,1.0,0.0,317.0,16472.0
10017,2015-11,0.0,0.0,0.0,7.0,0.0,317.0,16472.0
10017,2015-12,0.0,0.0,2.0,0.0,0.0,317.0,16472.0
10017,2016-01,0.0,0.0,0.0,2.0,0.0,331.0,16533.0
10017,2016-02,0.0,0.0,0.0,5.0,0.0,331.0,16533.0
10017,2016-03,0.0,0.0,1.0,94.0,1.0,331.0,16533.0
10017,2016-04,0.0,0.0,3.0,0.0,0.0,331.0,16533.0
10017,2016-05,3.0,0.0,2.0,3.0,2.0,331.0,16533.0
10017,2016-06,3.0,0.0,1.0,2.0,0.0,331.0,16533.0
