zip_code,year_month,bait,clean_ups,compliance,initial,sighting,zip_year_month
10011,2016-07,53.0,0.0,6.0,10.0,9.0,10011 2016-07
10011,2016-08,57.0,0.0,15.0,13.0,7.0,10011 2016-08
10011,2016-09,12.0,0.0,6.0,27.0,7.0,10011 2016-09
10011,2016-10,19.0,0.0,8.0,16.0,13.0,10011 2016-10
10011,2016-11,25.0,0.0,9.0,463.0,11.0,10011 2016-11
10011,2016-12,23.0,0.0,16.0,140.0,12.0,10011 2016-12
10011,2017-01,42.0,0.0,2.0,1357.0,6.0,10011 2017-01
10011,2017-02,90.0,0.0,36.0,2.0,3.0,10011 2017-02
10011,2017-03,90.0,0.0,22.0,2.0,6.0,10011 2017-03
10011,2017-04,91.0,0.0,5.0,17.0,2.0,10011 2017-04
10011,2017-05,43.0,0.0,15.0,14.0,9.0,10011 2017-05
10011,2017-06,22.0,0.0,6.0,13.0,13.0,10011 2017-06
10011,2017-07,27.0,0.0,11.0,136.0,9.0,10011 2017-07
10011,2017-08,29.0,0.0,25.0,1108.0,13.0,10011 2017-08
10011,2017-09,40.0,0.0,41.0,300.0,33.0,10011 2017-09
10011,2017-10,56.0,0.0,1.0,12.0,24.0,10011 2017-10
10011,2017-11,28.0,0.0,5.0,3.0,20.0,10011 2017-11
10011,2017-12,2.0,0.0,1.0,26.0,8.0,10011 2017-12
10011,2018-01,9.0,0.0,0.0,8.0,8.0,10011 2018-01
10011,2018-02,9.0,0.0,1.0,0.0,8.0,10011 2018-02
10011,2018-03,16.0,0.0,12.0,33.0,7.0,10011 2018-03
10011,2018-04,0.0,0.0,18.0,17.0,7.0,10011 2018-04
10011,2018-05,26.0,0.0,7.0,504.0,4.0,10011 2018-05
10011,2018-06,42.0,0.0,69.0,416.0,9.0,10011 2018-06
10011,2018-07,34.0,0.0,17.0,869.0,8.0,10011 2018-07
10011,2018-08,51.0,0.0,45.0,130.0,12.0,10011 2018-08
10011,2018-09,41.0,0.0,14.0,33.0,6.0,10011 2018-09
10011,2018-10,31.0,0.0,7.0,16.0,9.0,10011 2018-10
10011,2018-11,35.0,0.0,14.0,18.0,3.0,10011 2018-11
10011,2018-12,41.0,0.0,6.0,69.0,9.0,10011 2018-12
10012,2010-01,5.0,0.0,15.0,0.0,3.0,10012 2010-01
10012,2010-02,5.0,0.0,0.0,669.0,1.0,10012 2010-02
10012,2010-03,7.0,0.0,126.0,540.0,2.0,10012 2010-03
10012,2010-04,41.0,0.0,4.0,0.0,1.0,10012 2010-04
10012,2010-05,7.0,0.0,0.0,2.0,5.0,10012 2010-05
10012,2010-06,3.0,0.0,4.0,5.0,2.0,10012 2010-06
10012,2010-07,2.0,0.0,5.0,10.0,6.0,10012 2010-07
10012,2010-09,3.0,0.0,0.0,3.0,5.0,10012 2010-09
10012,2010-10,2.0,0.0,7.0,13.0,6.0,10012 2010-10
10012,2010-11,5.0,0.0,6.0,2.0,5.0,10012 2010-11
10012,2010-12,0.0,0.0,2.0,9.0,1.0,10012 2010-12
10012,2011-01,0.0,0.0,6.0,1.0,3.0,10012 2011-01
10012,2011-02,0.0,0.0,0.0,288.0,2.0,10012 2011-02
10012,2011-03,14.0,0.0,68.0,871.0,1.0,10012 2011-03
10012,2011-04,49.0,0.0,34.0,0.0,2.0,10012 2011-04
10012,2011-05,36.0,0.0,1.0,21.0,0.0,10012 2011-05
10012,2011-06,10.0,0.0,4.0,7.0,3.0,10012 2011-06
10012,2011-07,1.0,0.0,2.0,3.0,3.0,10012 2011-07
10012,2011-08,2.0,0.0,2.0,4.0,2.0,10012 2011-08
10012,2011-09,0.0,0.0,0.0,3.0,4.0,10012 2011-09
10012,2011-10,0.0,0.0,8.0,8.0,6.0,10012 2011-10
10012,2011-11,0.0,0.0,3.0,6.0,1.0,10012 2011-11
10012,2011-12,0.0,0.0,1.0,26.0,1.0,10012 2011-12
10012,2012-01,0.0,0.0,11.0,4.0,1.0,10012 2012-01
10012,2012-02,0.0,0.0,2.0,4.0,6.0,10012 2012-02
10012,2012-03,6.0,0.0,1.0,226.0,0.0,10012 2012-03
10012,2012-04,4.0,0.0,24.0,929.0,3.0,10012 2012-04
10012,2012-05,18.0,0.0,12.0,2.0,4.0,10012 2012-05
10012,2012-06,4.0,0.0,0.0,8.0,4.0,10012 2012-06
10012,2012-07,7.0,0.0,7.0,4.0,3.0,10012 2012-07
10012,2012-08,3.0,0.0,7.0,2.0,4.0,10012 2012-08
10012,2012-09,1.0,0.0,0.0,2.0,1.0,10012 2012-09
10012,2012-10,0.0,0.0,1.0,6.0,7.0,10012 2012-10
10012,2012-12,0.0,0.0,2.0,20.0,3.0,10012 2012-12
10012,2013-01,0.0,0.0,6.0,22.0,7.0,10012 2013-01
10012,2013-02,1.0,0.0,14.0,5.0,0.0,10012 2013-02
10012,2013-03,2.0,0.0,1.0,4.0,5.0,10012 2013-03
10012,2013-04,9.0,0.0,3.0,3.0,3.0,10012 2013-04
10012,2013-05,3.0,0.0,4.0,10.0,3.0,10012 2013-05
10012,2013-06,0.0,0.0,5.0,9.0,8.0,10012 2013-06
10012,2013-07,0.0,0.0,2.0,9.0,7.0,10012 2013-07
10012,2013-08,0.0,0.0,4.0,7.0,7.0,10012 2013-08
10012,2013-09,0.0,0.0,0.0,7.0,7.0,10012 2013-09
10012,2013-10,2.0,0.0,0.0,4.0,6.0,10012 2013-10
10012,2013-11,1.0,0.0,1.0,15.0,10.0,10012 2013-11
10012,2013-12,0.0,0.0,6.0,4.0,3.0,10012 2013-12
10012,2014-01,0.0,0.0,4.0,8.0,6.0,10012 2014-01
10012,2014-02,0.0,0.0,5.0,17.0,3.0,10012 2014-02
10012,2014-03,17.0,0.0,0.0,202.0,10.0,10012 2014-03
10012,2014-04,10.0,0.0,16.0,6.0,4.0,10012 2014-04
10012,2014-05,11.0,0.0,19.0,17.0,10.0,10012 2014-05
10012,2014-06,5.0,0.0,13.0,15.0,20.0,10012 2014-06
10012,2014-07,2.0,0.0,15.0,12.0,5.0,10012 2014-07
10012,2014-08,5.0,0.0,5.0,14.0,9.0,10012 2014-08
10012,2014-09,1.0,0.0,4.0,5.0,7.0,10012 2014-09
10012,2014-10,1.0,0.0,5.0,13.0,13.0,10012 2014-10
10012,2014-11,0.0,0.0,7.0,12.0,10.0,10012 2014-11
10012,2014-12,1.0,0.0,0.0,6.0,9.0,10012 2014-12
10012,2015-01,18.0,0.0,4.0,8.0,4.0,10012 2015-01
10012,2015-02,23.0,0.0,0.0,4.0,4.0,10012 2015-02
10012,2015-03,3.0,0.0,7.0,5.0,6.0,10012 2015-03
10012,2015-04,13.0,0.0,1.0,9.0,3.0,10012 2015-04
10012,2015-05,0.0,0.0,4.0,4.0,13.0,10012 2015-05
10012,2015-06,0.0,0.0,3.0,12.0,10.0,10012 2015-06
10012,2015-07,2.0,0.0,4.0,13.0,17.0,10012 2015-07
10012,2015-08,6.0,0.0,10.0,18.0,15.0,10012 2015-08
10012,2015-09,9.0,0.0,2.0,32.0,22.0,10012 2015-09
10012,2015-10,17.0,0.0,24.0,26.0,15.0,10012 2015-10
10012,2015-11,19.0,0.0,11.0,14.0,17.0,10012 2015-11
10012,2015-12,15.0,0.0,4.0,782.0,8.0,10012 2015-12
10012,2016-01,29.0,0.0,11.0,1.0,5.0,10012 2016-01
10012,2016-02,21.0,0.0,13.0,3.0,8.0,10012 2016-02
10012,2016-03,52.0,0.0,59.0,12.0,6.0,10012 2016-03
10012,2016-04,78.0,0.0,8.0,7.0,6.0,10012 2016-04
10012,2016-05,33.0,0.0,2.0,6.0,9.0,10012 2016-05
10012,2016-06,37.0,0.0,3.0,10.0,9.0,10012 2016-06
10012,2016-07,32.0,0.0,19.0,5.0,10.0,10012 2016-07
10012,2016-08,60.0,0.0,7.0,11.0,10.0,10012 2016-08
10012,2016-09,36.0,0.0,8.0,6.0,8.0,10012 2016-09
10012,2016-10,32.0,0.0,2.0,11.0,6.0,10012 2016-10
10012,2016-11,35.0,0.0,3.0,1092.0,4.0,10012 2016-11
10012,2016-12,31.0,0.0,27.0,90.0,4.0,10012 2016-12
10012,2017-01,45.0,0.0,1.0,10.0,12.0,10012 2017-01
10012,2017-02,62.0,0.0,0.0,0.0,3.0,10012 2017-02
10012,2017-03,28.0,0.0,5.0,1.0,8.0,10012 2017-03
10012,2017-04,35.0,0.0,6.0,12.0,4.0,10012 2017-04
10012,2017-05,52.0,0.0,8.0,5.0,1.0,10012 2017-05
10012,2017-06,16.0,0.0,4.0,4.0,4.0,10012 2017-06
10012,2017-07,12.0,0.0,22.0,675.0,3.0,10012 2017-07
10012,2017-08,40.0,0.0,37.0,512.0,5.0,10012 2017-08
10012,2017-09,37.0,0.0,3.0,4.0,5.0,10012 2017-09
10012,2017-10,16.0,0.0,1.0,18.0,8.0,10012 2017-10
10012,2017-11,9.0,0.0,5.0,5.0,6.0,10012 2017-11
10012,2017-12,10.0,0.0,6.0,4.0,1.0,10012 2017-12
10012,2018-01,7.0,0.0,1.0,1.0,2.0,10012 2018-01
10012,2018-02,6.0,0.0,2.0,2.0,4.0,10012 2018-02
10012,2018-03,9.0,0.0,3.0,29.0,2.0,10012 2018-03
10012,2018-04,0.0,0.0,2.0,5.0,6.0,10012 2018-04
10012,2018-05,4.0,0.0,6.0,3.0,0.0,10012 2018-05
10012,2018-06,4.0,0.0,0.0,799.0,3.0,10012 2018-06
10012,2018-07,17.0,0.0,67.0,428.0,6.0,10012 2018-07
10012,2018-08,28.0,0.0,40.0,4.0,6.0,10012 2018-08
10012,2018-09,24.0,0.0,1.0,24.0,4.0,10012 2018-09
10012,2018-10,7.0,0.0,5.0,12.0,4.0,10012 2018-10
10012,2018-11,11.0,0.0,3.0,11.0,8.0,10012 2018-11
10012,2018-12,9.0,0.0,6.0,118.0,2.0,10012 2018-12
10013,2010-01,1.0,0.0,13.0,886.0,1.0,10013 2010-01
10013,2010-02,0.0,0.0,46.0,619.0,2.0,10013 2010-02
10013,2010-03,14.0,0.0,157.0,106.0,10.0,10013 2010-03
10013,2010-04,89.0,0.0,34.0,2.0,2.0,10013 2010-04
10013,2010-05,21.0,0.0,3.0,45.0,2.0,10013 2010-05
10013,2010-06,33.0,0.0,4.0,5.0,11.0,10013 2010-06
10013,2010-07,5.0,1.0,10.0,9.0,8.0,10013 2010-07
10013,2010-08,18.0,0.0,0.0,6.0,1.0,10013 2010-08
10013,2010-09,19.0,0.0,3.0,16.0,4.0,10013 2010-09
10013,2010-10,8.0,0.0,9.0,9.0,4.0,10013 2010-10
10013,2010-11,9.0,1.0,10.0,3.0,6.0,10013 2010-11
10013,2010-12,1.0,0.0,9.0,11.0,4.0,10013 2010-12
10013,2011-01,3.0,0.0,3.0,47.0,2.0,10013 2011-01
10013,2011-02,0.0,0.0,3.0,781.0,5.0,10013 2011-02
10013,2011-03,22.0,0.0,132.0,705.0,2.0,10013 2011-03
10013,2011-04,68.0,2.0,22.0,79.0,5.0,10013 2011-04
10013,2011-05,37.0,0.0,4.0,24.0,10.0,10013 2011-05
10013,2011-06,86.0,0.0,10.0,111.0,6.0,10013 2011-06
10013,2011-07,53.0,0.0,25.0,8.0,6.0,10013 2011-07
10013,2011-08,27.0,0.0,3.0,5.0,8.0,10013 2011-08
10013,2011-09,37.0,0.0,2.0,7.0,8.0,10013 2011-09
10013,2011-10,55.0,0.0,6.0,14.0,5.0,10013 2011-10
10013,2011-11,30.0,0.0,11.0,12.0,7.0,10013 2011-11
10013,2011-12,53.0,0.0,8.0,3.0,1.0,10013 2011-12
10013,2012-01,31.0,0.0,5.0,6.0,5.0,10013 2012-01
10013,2012-02,8.0,0.0,7.0,66.0,5.0,10013 2012-02
10013,2012-03,19.0,0.0,14.0,730.0,5.0,10013 2012-03
10013,2012-04,19.0,0.0,26.0,778.0,5.0,10013 2012-04
10013,2012-05,11.0,0.0,5.0,33.0,2.0,10013 2012-05
10013,2012-06,1.0,0.0,5.0,4.0,5.0,10013 2012-06
10013,2012-07,4.0,0.0,2.0,8.0,4.0,10013 2012-07
10013,2012-08,16.0,0.0,6.0,2.0,3.0,10013 2012-08
10013,2012-09,10.0,0.0,1.0,4.0,7.0,10013 2012-09
10013,2012-10,1.0,0.0,3.0,5.0,3.0,10013 2012-10
10013,2012-11,0.0,0.0,0.0,2.0,9.0,10013 2012-11
10013,2012-12,0.0,0.0,5.0,18.0,10.0,10013 2012-12
10013,2013-01,0.0,0.0,7.0,10.0,5.0,10013 2013-01
10013,2013-02,3.0,0.0,23.0,635.0,6.0,10013 2013-02
10013,2013-03,22.0,0.0,8.0,21.0,4.0,10013 2013-03
10013,2013-04,13.0,0.0,5.0,193.0,4.0,10013 2013-04
10013,2013-05,1.0,0.0,9.0,9.0,7.0,10013 2013-05
10013,2013-06,2.0,0.0,8.0,13.0,12.0,10013 2013-06
10013,2013-07,4.0,0.0,5.0,19.0,21.0,10013 2013-07
10013,2013-08,20.0,0.0,11.0,15.0,17.0,10013 2013-08
10013,2013-09,9.0,0.0,6.0,12.0,8.0,10013 2013-09
10013,2013-10,13.0,0.0,0.0,6.0,9.0,10013 2013-10
10013,2013-11,14.0,0.0,9.0,15.0,13.0,10013 2013-11
10013,2013-12,4.0,0.0,2.0,7.0,1.0,10013 2013-12
10013,2014-01,1.0,0.0,10.0,10.0,7.0,10013 2014-01
10013,2014-02,0.0,0.0,1.0,156.0,4.0,10013 2014-02
10013,2014-03,20.0,0.0,25.0,165.0,2.0,10013 2014-03
10013,2014-04,22.0,0.0,7.0,197.0,5.0,10013 2014-04
10013,2014-05,7.0,0.0,4.0,7.0,7.0,10013 2014-05
10013,2014-06,6.0,0.0,10.0,4.0,10.0,10013 2014-06
10013,2014-07,5.0,0.0,8.0,15.0,10.0,10013 2014-07
10013,2014-08,13.0,0.0,6.0,5.0,4.0,10013 2014-08
10013,2014-09,15.0,0.0,0.0,17.0,11.0,10013 2014-09
10013,2014-10,11.0,0.0,10.0,12.0,12.0,10013 2014-10
10013,2014-11,0.0,0.0,5.0,10.0,8.0,10013 2014-11
10013,2014-12,5.0,0.0,2.0,3.0,9.0,10013 2014-12
10013,2015-01,11.0,0.0,4.0,6.0,2.0,10013 2015-01
10013,2015-02,12.0,0.0,1.0,5.0,1.0,10013 2015-02
10013,2015-03,13.0,0.0,7.0,46.0,11.0,10013 2015-03
10013,2015-04,19.0,0.0,11.0,173.0,5.0,10013 2015-04
10013,2015-05,6.0,0.0,5.0,7.0,18.0,10013 2015-05
10013,2015-06,15.0,0.0,3.0,16.0,8.0,10013 2015-06
10013,2015-07,25.0,0.0,33.0,13.0,11.0,10013 2015-07
10013,2015-08,33.0,0.0,11.0,8.0,13.0,10013 2015-08
10013,2015-09,37.0,0.0,1.0,7.0,4.0,10013 2015-09
10013,2015-10,83.0,0.0,10.0,7.0,7.0,10013 2015-10
10013,2015-11,22.0,0.0,2.0,17.0,13.0,10013 2015-11
10013,2015-12,24.0,0.0,5.0,178.0,9.0,10013 2015-12
10013,2016-01,21.0,0.0,1.0,146.0,6.0,10013 2016-01
10013,2016-02,49.0,0.0,6.0,7.0,9.0,10013 2016-02
10013,2016-03,59.0,0.0,52.0,5.0,11.0,10013 2016-03
10013,2016-04,56.0,0.0,1.0,2.0,5.0,10013 2016-04
10013,2016-05,13.0,0.0,1.0,6.0,22.0,10013 2016-05
10013,2016-06,32.0,0.0,0.0,25.0,26.0,10013 2016-06
10013,2016-07,56.0,0.0,15.0,15.0,18.0,10013 2016-07
10013,2016-08,49.0,0.0,4.0,15.0,12.0,10013 2016-08
10013,2016-09,69.0,0.0,4.0,13.0,7.0,10013 2016-09
10013,2016-10,27.0,0.0,11.0,162.0,3.0,10013 2016-10
10013,2016-11,50.0,0.0,4.0,1154.0,3.0,10013 2016-11
10013,2016-12,39.0,0.0,16.0,130.0,4.0,10013 2016-12
10013,2017-01,67.0,0.0,9.0,109.0,3.0,10013 2017-01
10013,2017-02,51.0,0.0,11.0,3.0,4.0,10013 2017-02
10013,2017-03,54.0,0.0,1.0,4.0,4.0,10013 2017-03
10013,2017-04,64.0,0.0,5.0,15.0,12.0,10013 2017-04
10013,2017-05,60.0,0.0,6.0,8.0,6.0,10013 2017-05
10013,2017-06,18.0,0.0,7.0,29.0,9.0,10013 2017-06
10013,2017-07,9.0,0.0,8.0,1086.0,4.0,10013 2017-07
10013,2017-08,24.0,0.0,26.0,501.0,7.0,10013 2017-08
10013,2017-09,22.0,0.0,15.0,27.0,9.0,10013 2017-09
10013,2017-10,20.0,0.0,5.0,8.0,7.0,10013 2017-10
10013,2017-11,4.0,0.0,3.0,13.0,11.0,10013 2017-11
10013,2017-12,1.0,0.0,7.0,8.0,2.0,10013 2017-12
10013,2018-01,7.0,0.0,8.0,7.0,10.0,10013 2018-01
10013,2018-02,9.0,0.0,5.0,56.0,1.0,10013 2018-02
10013,2018-03,21.0,0.0,31.0,98.0,3.0,10013 2018-03
10013,2018-04,11.0,0.0,7.0,68.0,2.0,10013 2018-04
10013,2018-05,7.0,0.0,4.0,281.0,8.0,10013 2018-05
10013,2018-06,15.0,0.0,46.0,519.0,10.0,10013 2018-06
10013,2018-07,37.0,0.0,27.0,679.0,9.0,10013 2018-07
10013,2018-08,34.0,0.0,28.0,138.0,4.0,10013 2018-08
10013,2018-09,32.0,0.0,7.0,108.0,13.0,10013 2018-09
10013,2018-10,29.0,0.0,16.0,68.0,8.0,10013 2018-10
10013,2018-11,18.0,0.0,6.0,6.0,4.0,10013 2018-11
10013,2018-12,23.0,0.0,7.0,223.0,11.0,10013 2018-12
10014,2010-01,1.0,0.0,14.0,1.0,5.0,10014 2010-01
10014,2010-02,5.0,0.0,0.0,392.0,2.0,10014 2010-02
10014,2010-03,2.0,0.0,45.0,1359.0,7.0,10014 2010-03
10014,2010-04,44.0,0.0,163.0,98.0,4.0,10014 2010-04
10014,2010-05,9.0,0.0,7.0,3.0,10.0,10014 2010-05
10014,2010-06,49.0,0.0,5.0,24.0,15.0,10014 2010-06
10014,2010-07,6.0,0.0,4.0,50.0,6.0,10014 2010-07
10014,2010-08,5.0,0.0,0.0,12.0,12.0,10014 2010-08
10014,2010-09,7.0,0.0,3.0,21.0,4.0,10014 2010-09
10014,2010-10,5.0,1.0,23.0,6.0,3.0,10014 2010-10
10014,2010-11,10.0,0.0,7.0,8.0,3.0,10014 2010-11
10014,2010-12,0.0,0.0,6.0,17.0,2.0,10014 2010-12
10014,2011-01,6.0,0.0,9.0,5.0,3.0,10014 2011-01
10014,2011-02,5.0,0.0,3.0,90.0,5.0,10014 2011-02
10014,2011-03,7.0,0.0,20.0,1663.0,7.0,10014 2011-03
10014,2011-04,25.0,1.0,35.0,123.0,9.0,10014 2011-04
10014,2011-05,19.0,0.0,0.0,30.0,4.0,10014 2011-05
10014,2011-06,11.0,0.0,9.0,32.0,9.0,10014 2011-06
10014,2011-07,4.0,0.0,13.0,4.0,10.0,10014 2011-07
10014,2011-08,8.0,0.0,4.0,7.0,3.0,10014 2011-08
10014,2011-09,6.0,0.0,3.0,4.0,8.0,10014 2011-09
10014,2011-10,4.0,0.0,8.0,16.0,3.0,10014 2011-10
10014,2011-11,1.0,0.0,6.0,5.0,2.0,10014 2011-11
10014,2011-12,4.0,0.0,4.0,32.0,3.0,10014 2011-12
10014,2012-01,2.0,0.0,13.0,14.0,6.0,10014 2012-01
10014,2012-02,0.0,0.0,5.0,2.0,3.0,10014 2012-02
10014,2012-03,3.0,0.0,0.0,648.0,5.0,10014 2012-03
10014,2012-04,2.0,0.0,17.0,1240.0,5.0,10014 2012-04
10014,2012-05,9.0,0.0,24.0,3.0,6.0,10014 2012-05
10014,2012-06,2.0,0.0,4.0,3.0,0.0,10014 2012-06
10014,2012-07,3.0,0.0,0.0,0.0,12.0,10014 2012-07
10014,2012-08,16.0,0.0,2.0,5.0,8.0,10014 2012-08
10014,2012-09,7.0,0.0,16.0,42.0,10.0,10014 2012-09
10014,2012-10,5.0,0.0,4.0,21.0,7.0,10014 2012-10
10014,2012-11,4.0,0.0,1.0,2.0,8.0,10014 2012-11
10014,2012-12,2.0,0.0,8.0,18.0,6.0,10014 2012-12
10014,2013-01,6.0,0.0,16.0,59.0,4.0,10014 2013-01
10014,2013-02,4.0,0.0,9.0,13.0,5.0,10014 2013-02
10014,2013-03,11.0,0.0,7.0,8.0,4.0,10014 2013-03
10014,2013-04,7.0,0.0,2.0,7.0,6.0,10014 2013-04
10014,2013-05,5.0,0.0,6.0,18.0,4.0,10014 2013-05
10014,2013-06,0.0,0.0,6.0,6.0,5.0,10014 2013-06
10014,2013-07,1.0,0.0,1.0,3.0,8.0,10014 2013-07
10014,2013-08,1.0,0.0,3.0,17.0,10.0,10014 2013-08
10014,2013-09,1.0,0.0,8.0,13.0,7.0,10014 2013-09
10014,2013-10,12.0,0.0,2.0,4.0,4.0,10014 2013-10
10014,2013-11,7.0,0.0,2.0,4.0,3.0,10014 2013-11
10014,2013-12,0.0,0.0,7.0,8.0,4.0,10014 2013-12
10014,2014-01,5.0,0.0,2.0,6.0,3.0,10014 2014-01
10014,2014-02,0.0,0.0,6.0,1.0,3.0,10014 2014-02
10014,2014-03,4.0,0.0,0.0,5.0,5.0,10014 2014-03
10014,2014-04,2.0,0.0,0.0,27.0,7.0,10014 2014-04
10014,2014-05,1.0,0.0,7.0,11.0,5.0,10014 2014-05
10014,2014-06,0.0,0.0,14.0,16.0,12.0,10014 2014-06
10014,2014-07,0.0,0.0,14.0,12.0,11.0,10014 2014-07
10014,2014-08,6.0,0.0,5.0,15.0,4.0,10014 2014-08
10014,2014-09,0.0,0.0,5.0,5.0,2.0,10014 2014-09
10014,2014-10,0.0,0.0,4.0,12.0,6.0,10014 2014-10
10014,2014-11,0.0,0.0,11.0,5.0,3.0,10014 2014-11
10014,2014-12,5.0,0.0,0.0,3.0,4.0,10014 2014-12
10014,2015-01,4.0,0.0,0.0,5.0,2.0,10014 2015-01
10014,2015-02,8.0,0.0,0.0,4.0,0.0,10014 2015-02
10014,2015-03,6.0,0.0,1.0,20.0,6.0,10014 2015-03
10014,2015-04,9.0,0.0,9.0,6.0,4.0,10014 2015-04
10014,2015-05,0.0,0.0,2.0,8.0,9.0,10014 2015-05
10014,2015-06,0.0,0.0,1.0,13.0,5.0,10014 2015-06
10014,2015-07,1.0,0.0,1.0,10.0,11.0,10014 2015-07
10014,2015-08,4.0,0.0,11.0,8.0,4.0,10014 2015-08
10014,2015-09,3.0,0.0,0.0,7.0,7.0,10014 2015-09
10014,2015-10,13.0,0.0,6.0,27.0,16.0,10014 2015-10
10014,2015-11,10.0,0.0,7.0,19.0,7.0,10014 2015-11
10014,2015-12,6.0,0.0,2.0,72.0,7.0,10014 2015-12
10014,2016-01,3.0,0.0,10.0,173.0,7.0,10014 2016-01
10014,2016-02,40.0,0.0,1.0,1160.0,12.0,10014 2016-02
10014,2016-03,102.0,0.0,8.0,8.0,11.0,10014 2016-03
10014,2016-04,26.0,0.0,107.0,8.0,18.0,10014 2016-04
10014,2016-05,47.0,0.0,2.0,17.0,14.0,10014 2016-05
10014,2016-06,120.0,0.0,4.0,17.0,15.0,10014 2016-06
10014,2016-07,39.0,0.0,13.0,6.0,13.0,10014 2016-07
10014,2016-08,33.0,0.0,7.0,8.0,9.0,10014 2016-08
10014,2016-09,34.0,0.0,8.0,10.0,10.0,10014 2016-09
10014,2016-10,40.0,0.0,3.0,23.0,5.0,10014 2016-10
10014,2016-11,102.0,0.0,17.0,1007.0,10.0,10014 2016-11
10014,2016-12,74.0,0.0,27.0,967.0,7.0,10014 2016-12
10014,2017-01,73.0,0.0,10.0,64.0,8.0,10014 2017-01
10014,2017-02,114.0,0.0,0.0,6.0,9.0,10014 2017-02
10014,2017-03,68.0,0.0,8.0,7.0,4.0,10014 2017-03
10014,2017-04,70.0,0.0,3.0,12.0,9.0,10014 2017-04
10014,2017-05,86.0,0.0,7.0,16.0,6.0,10014 2017-05
10014,2017-06,43.0,0.0,6.0,7.0,5.0,10014 2017-06
10014,2017-07,36.0,0.0,6.0,1006.0,7.0,10014 2017-07
10014,2017-08,89.0,0.0,122.0,942.0,11.0,10014 2017-08
10014,2017-09,98.0,0.0,12.0,1.0,7.0,10014 2017-09
10014,2017-10,88.0,0.0,0.0,15.0,7.0,10014 2017-10
10014,2017-11,41.0,0.0,5.0,6.0,5.0,10014 2017-11
10014,2017-12,16.0,0.0,4.0,8.0,2.0,10014 2017-12
10014,2018-01,36.0,0.0,0.0,3.0,2.0,10014 2018-01
10014,2018-02,38.0,0.0,4.0,9.0,2.0,10014 2018-02
10014,2018-03,26.0,0.0,9.0,57.0,6.0,10014 2018-03
10014,2018-04,1.0,0.0,4.0,6.0,2.0,10014 2018-04
10014,2018-05,7.0,0.0,3.0,616.0,1.0,10014 2018-05
10014,2018-06,3.0,0.0,16.0,436.0,5.0,10014 2018-06
10014,2018-07,27.0,0.0,4.0,915.0,10.0,10014 2018-07
10014,2018-08,30.0,0.0,109.0,8.0,9.0,10014 2018-08
10014,2018-09,59.0,0.0,4.0,64.0,11.0,10014 2018-09
10014,2018-10,60.0,0.0,4.0,17.0,9.0,10014 2018-10
10014,2018-11,20.0,0.0,13.0,13.0,2.0,10014 2018-11
10014,2018-12,11.0,0.0,2.0,54.0,3.0,10014 2018-12
10016,2010-01,0.0,0.0,6.0,6.0,5.0,10016 2010-01
10016,2010-02,0.0,0.0,0.0,5.0,5.0,10016 2010-02
10016,2010-03,0.0,0.0,6.0,8.0,0.0,10016 2010-03
10016,2010-04,0.0,0.0,1.0,4.0,4.0,10016 2010-04
10016,2010-05,0.0,0.0,2.0,8.0,6.0,10016 2010-05
10016,2010-06,1.0,0.0,0.0,8.0,7.0,10016 2010-06
10016,2010-07,1.0,0.0,0.0,379.0,6.0,10016 2010-07
10016,2010-08,0.0,0.0,11.0,992.0,7.0,10016 2010-08
10016,2010-09,1.0,0.0,34.0,3.0,6.0,10016 2010-09
10016,2010-10,5.0,0.0,28.0,6.0,2.0,10016 2010-10
10016,2010-11,31.0,0.0,13.0,13.0,3.0,10016 2010-11
10016,2010-12,8.0,0.0,2.0,13.0,0.0,10016 2010-12
10016,2011-01,10.0,0.0,4.0,1.0,1.0,10016 2011-01
10016,2011-02,0.0,0.0,0.0,1.0,2.0,10016 2011-02
10016,2011-03,0.0,0.0,3.0,9.0,0.0,10016 2011-03
10016,2011-04,2.0,0.0,0.0,2.0,6.0,10016 2011-04
10016,2011-05,1.0,0.0,3.0,8.0,4.0,10016 2011-05
10016,2011-06,0.0,0.0,1.0,207.0,3.0,10016 2011-06
10016,2011-07,0.0,0.0,5.0,146.0,3.0,10016 2011-07
10016,2011-08,0.0,0.0,11.0,704.0,4.0,10016 2011-08
10016,2011-09,6.0,0.0,33.0,313.0,5.0,10016 2011-09
10016,2011-10,19.0,0.0,2.0,1.0,1.0,10016 2011-10
10016,2011-11,13.0,0.0,5.0,3.0,2.0,10016 2011-11
10016,2011-12,2.0,0.0,2.0,5.0,4.0,10016 2011-12
10016,2012-01,0.0,0.0,9.0,23.0,3.0,10016 2012-01
10016,2012-02,0.0,0.0,7.0,17.0,2.0,10016 2012-02
10016,2012-04,14.0,0.0,0.0,15.0,6.0,10016 2012-04
10016,2012-05,8.0,0.0,4.0,3.0,3.0,10016 2012-05
10016,2012-06,4.0,0.0,3.0,7.0,4.0,10016 2012-06
10016,2012-07,0.0,0.0,0.0,3.0,1.0,10016 2012-07
10016,2012-08,0.0,0.0,1.0,5.0,5.0,10016 2012-08
10016,2012-09,0.0,0.0,2.0,8.0,2.0,10016 2012-09
10016,2012-10,0.0,0.0,4.0,834.0,5.0,10016 2012-10
10016,2012-11,0.0,0.0,10.0,407.0,3.0,10016 2012-11
10016,2012-12,0.0,0.0,19.0,127.0,2.0,10016 2012-12
